, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
18,53,161,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1192546.584,24844.7205,53.66666667,86.02519011,153,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,12422.36025,12422.36025,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
15,56968,185,3,0,253,0,216,6,84.33333333,114.7097787,0,0,0.0,0.0,1367567.568,16216.21622,92.5,129.400541,184,1,185,92.5,129.400541,184,1,0,0.0,0.0,0,0,1,0,0,0,60,0,16216.21622,0.0,6,216,117.25,114.4825314,13106.25,0,1,0,0,1,0,0,0,0,156.3333333,84.33333333,0.0,60,0,0,0,0,0,0,3,253,0,0,31,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
35,53,72641,2,2,84,194,42,42,42.0,0.0,97,97,97.0,0.0,3827.039826,55.06532124,24213.66667,41934.9708,72636,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,40,64,27.53266062,27.53266062,42,97,64.0,30.12474066,907.5,0,0,0,0,0,0,0,0,1,80.0,42.0,97.0,40,0,0,0,0,0,0,2,84,2,194,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
7,59204,6157056,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,6.821441936,1.136906989,1026176.0,2506972.725,6143509,1,0,0.0,0.0,0,0,6149853,1229970.6,2746752.358,6143509,1,0,0,0,0,20,120,0.162415284,0.974491705,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,13547.0,0.0,13547,13547,6143509.0,0.0,6143509,6143509,BENIGN
32,53,50636,2,2,64,120,32,32,32.0,0.0,60,60,60.0,0.0,3633.77834,78.99518129,16878.66667,29229.51208,50630,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,39.49759065,39.49759065,32,60,43.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,54.0,32.0,60.0,64,0,0,0,0,0,0,2,64,2,120,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
92,80,83481406,8,5,56,11607,20,0,7.0,5.656854249,7215,0,2321.4,3327.769794,139.7077572,0.1557233,6956783.833,20200000.0,70200000,2,82000000,11700000.0,26200000.0,70200000,62,1495677,373919.25,747163.2566,1494664,4,0,0,0,0,172,112,0.095829723,0.059893577,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1044.0,0.0,1044,1044,41000000.0,41400000.0,70200000,11700000,Malicious
77,80,764500,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,15216.48136,9.156311315,127416.6667,311562.1158,763390,5,935,467.5,545.1793283,853,82,764308,254769.3333,440478.6522,763390,5,0,0,0,0,72,92,3.924133421,5.232177894,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious
89,80,100703,3,4,26,11601,20,0,8.666666667,10.26320288,5840,0,2900.25,3345.636997,115458.328,69.51133531,16783.83333,34373.71924,86036,53,14402,7201.0,9668.978126,14038,364,100650,33550.0,46012.96935,86036,158,0,0,0,0,72,92,29.79057228,39.72076304,0,5840,1453.375,2681.356423,7189672.268,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious
1,58124,49835,6,2,11601,26,7300,0,1933.5,2864.553281,20,6,13.0,9.899494937,233309.9227,160.5297482,7119.285714,12082.21476,27274,4,49835,9967.0,13584.10851,27274,89,4,4.0,0.0,4,4,0,0,0,0,144,40,120.3973111,40.13243704,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,0,1453.375,1933.5,13.0,144,0,0,0,0,0,0,6,11601,2,26,8192,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
4,53,221,2,2,74,106,37,37,37.0,0.0,53,53,53.0,0.0,814479.638,18099.54751,73.66666667,87.11677986,171,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,0,0,0,40,40,9049.773756,9049.773756,37,53,43.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,54.25,37.0,53.0,40,0,0,0,0,0,0,2,74,2,106,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
73,80,9219760,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.603104636,0.433850773,3073253.333,5323026.588,9219755,1,9219760,3073253.333,5323026.588,9219755,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.433850773,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5.0,0.0,5,5,9219755.0,0.0,9219755,9219755,Malicious
66,80,100510701,8,5,56,11607,20,0,7.0,5.656854249,5840,0,2321.4,3173.373883,116.0373959,0.129339462,8375891.75,28300000.0,98300000,3,99800000,14300000.0,37100000.0,98300000,4,683333,170833.25,340841.4972,682095,3,0,0,0,0,172,112,0.079593515,0.049745947,0,5840,833.5,2103.115592,4423095.192,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1493149.0,0.0,1493149,1493149,98300000.0,0.0,98300000,98300000,Malicious
98,80,632872,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,18381.28405,12.64078676,90410.28571,238791.3778,631938,1,640,320.0,451.1341264,639,1,632857,158214.25,315815.9763,631938,9,0,0,0,0,72,112,4.740295036,7.900491727,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious
37,443,5170435,7,7,350,5198,200,0,50.0,80.1249025,1955,0,742.5714286,845.2792156,1073.023836,2.707702543,397725.7692,1339197.974,4852647,3,317785,52964.16667,67218.09144,180796,165,5137521,856253.5,2030594.027,5000425,3,0,0,0,0,152,148,1.353851272,1.353851272,0,1955,369.8666667,662.8330825,439347.6952,0,0,0,1,0,0,0,0,1,396.2857143,50.0,742.5714286,152,0,0,0,0,0,0,7,350,7,5198,8192,11,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
23,443,117338267,18,19,892,10144,210,0,49.55555556,69.3017462,1430,0,533.8947368,638.7970374,94.05286342,0.31532765,3259396.306,13500000.0,58200000,1,117000000,6902251.0,19300000.0,58200000,41,117000000,6513600.889,18800000.0,58200000,1,0,0,0,0,372,392,0.153402641,0.16192501,0,1430,290.4210526,511.5345557,261667.6017,0,0,0,1,0,0,0,0,1,298.2702703,49.55555556,533.8947368,372,0,0,0,0,0,0,18,892,19,10144,8192,360,17,20,536217.0,628574.0879,980686,91748,58100000.0,159367.0192,58200000,58000000,BENIGN
29,52856,5997507,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,7.002909709,1.167151618,999584.5,2436287.524,5972612,1,0,0.0,0.0,0,0,5977847,1195569.4,2670448.561,5972612,1,0,0,0,0,20,120,0.166735945,1.000415673,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,24895.0,0.0,24895,24895,5972612.0,0.0,5972612,5972612,BENIGN
33,49322,88450,5,2,11607,26,11595,0,2321.4,5184.100867,20,6,13.0,9.899494937,131520.6331,79.14075749,14741.66667,35778.57831,87773,0,88450,22112.5,43774.56729,87773,6,0,0.0,0.0,0,0,0,0,0,0,124,40,56.52911249,22.611645,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,0,1661.857143,2321.4,13.0,124,0,0,0,0,0,0,5,11607,2,26,8192,256,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
5,53,24196,2,2,72,128,36,36,36.0,0.0,64,64,64.0,0.0,8265.829063,165.3165813,8065.333333,13926.28652,24146,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,64,64,82.65829063,82.65829063,36,64,47.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,59.0,36.0,64.0,64,0,0,0,0,0,0,2,72,2,128,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56,80,81171015,8,5,56,11601,20,0,7.0,5.656854249,4380,0,2320.2,2207.341206,143.6103762,0.160155691,6764251.25,19900000.0,69200000,0,80400000,11500000.0,25800000.0,69200000,0,734349,183587.25,361653.1352,726039,159,0,0,0,0,172,112,0.098557348,0.061598343,0,4380,833.0714286,1679.986285,2822353.918,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,2.0,0.0,2,2,40200000.0,41000000.0,69200000,11200000,Malicious
17,34442,1462229,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,28.72327112,4.787211853,243704.8333,585721.3352,1439200,265,0,0.0,0.0,0,0,1442229,288445.8,643291.3005,1439200,265,0,0,0,0,20,120,0.683887408,4.103324445,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
94,80,7071827,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.393748179,0.565624696,2357275.667,4082072.546,7070847,3,7071827,2357275.667,4082072.546,7070847,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.565624696,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,980.0,0.0,980,980,7070847.0,0.0,7070847,7070847,Malicious
72,80,10920725,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.747070364,0.457845061,2730181.25,5458352.561,10900000,4,10900000,2730181.25,5458352.561,10900000,4,0,0.0,0.0,0,0,0,0,0,0,100,0,0.457845061,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3015.0,0.0,3015,3015,10900000.0,0.0,10900000,10900000,Malicious
76,80,20930,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,555518.3946,382.2264692,2990.0,7505.690885,20008,4,20076,10038.0,14190.21888,20072,4,20866,5216.5,9944.922205,20132,49,0,0,0,0,72,112,143.3349259,238.8915432,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious
53,80,81810201,8,5,56,11607,20,0,7.0,5.656854249,5840,0,2321.4,3173.373883,142.5616837,0.158904389,6817516.75,20400000.0,70900000,2,81000000,11600000.0,26400000.0,70900000,49,827982,206995.5,413229.8877,826840,2,0,0,0,0,172,112,0.097787316,0.061117073,0,5840,833.5,2103.115592,4423095.192,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1316.0,0.0,1316,1316,40500000.0,43000000.0,70900000,10100000,Malicious
82,80,3027097,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,7.928388155,1.321398026,1009032.333,1744218.462,3023081,3,3027097,1009032.333,1744218.462,3023081,3,0,0.0,0.0,0,0,0,0,0,0,80,0,1.321398026,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious
44,443,116810524,50,70,1318,96441,368,0,26.36,74.7626885,4380,0,1377.728571,995.3850893,836.9023325,1.027304697,981601.042,2924280.869,10000000,1,117000000,2383888.245,4213084.339,10000000,3,112000000,1623890.058,3691313.279,10000000,1,0,0,0,0,1024,1544,0.428043624,0.599261073,0,4380,807.9256198,1010.613503,1021339.653,0,0,0,1,0,0,0,0,1,814.6583333,26.36,1377.728571,1024,0,0,0,0,0,0,50,1318,70,96441,8192,35,48,20,185704.4545,509403.2445,1721613,31938,10000000.0,5323.056525,10000000,9994290,BENIGN
55,80,5694853,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.267914729,0.877985788,1423713.25,2846761.871,5693856,3,5694853,1423713.25,2846761.871,5693856,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.877985788,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,997.0,0.0,997,997,5693856.0,0.0,5693856,5693856,Malicious
12,443,163,3,0,65,0,53,6,21.66666667,27.13546265,0,0,0.0,0.0,398773.0061,18404.90798,81.5,47.37615434,115,48,163,81.5,47.37615434,115,48,0,0.0,0.0,0,0,0,0,0,0,60,0,18404.90798,0.0,6,53,17.75,23.5,552.25,0,0,0,0,1,0,0,0,0,23.66666667,21.66666667,0.0,60,0,0,0,0,0,0,3,65,0,0,64860,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51,80,7617540,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.15062343,0.525103905,2539180.0,4397480.413,7616953,273,7617540,2539180.0,4397480.413,7616953,273,0,0.0,0.0,0,0,0,0,0,0,80,0,0.525103905,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,587.0,0.0,587,587,7616953.0,0.0,7616953,7616953,Malicious
22,443,66764907,46,53,4911,45695,1002,0,106.7608696,195.28386,3265,0,862.1698113,953.1794112,757.9730471,1.482814917,681274.5612,5393383.266,52800000,1,66800000,1483664.6,7931619.876,52800000,28,66700000,1282314.404,7398423.318,52900000,1,0,0,0,0,932,1072,0.688984709,0.793830208,0,3265,506.06,799.445778,639113.5519,0,0,0,1,0,0,0,0,1,511.1717172,106.7608696,862.1698113,932,0,0,0,0,0,0,46,4911,53,45695,8192,169,45,20,2853475.5,3897707.635,5609571,97380,30500000.0,31500000.0,52800000,8170479,BENIGN
19,53,254,2,2,64,258,32,32,32.0,0.0,129,129,129.0,0.0,1267716.535,15748.0315,84.66666667,105.8741391,204,2,2,2.0,0.0,2,2,48,48.0,0.0,48,48,0,0,0,0,64,64,7874.015748,7874.015748,32,129,70.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,88.5,32.0,129.0,64,0,0,0,0,0,0,2,64,2,258,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
46,443,435,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6896.551724,217.5,301.9345956,431,4,435,217.5,301.9345956,431,4,0,0.0,0.0,0,0,0,0,0,0,96,0,6896.551724,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,65535,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
59,80,431809,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,26940.15178,20.84254844,53976.125,152272.0625,430830,2,626,313.0,438.4062043,623,3,431714,86342.8,192574.3664,430830,2,0,0,0,0,72,132,6.947516147,13.89503229,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious
87,80,87570674,8,7,56,11601,20,0,7.0,5.656854249,5840,0,1657.285714,1964.895647,133.1153395,0.17129022,6255048.143,21100000.0,79200000,4,87500000,12500000.0,29600000.0,79200000,4,65164,10860.66667,16836.83386,37060,46,0,0,0,0,172,152,0.091354784,0.079935436,0,5840,728.9375,1503.11044,2259340.996,0,0,0,0,1,0,0,0,0,777.5333333,7.0,1657.285714,172,0,0,0,0,0,0,8,56,7,11601,256,229,6,20,988.0,0.0,988,988,43800000.0,50100000.0,79200000,8328804,Malicious
67,80,45924,3,7,26,11601,20,0,8.666666667,10.26320288,4380,0,1657.285714,1561.969346,253179.1656,217.751067,5102.666667,9821.70656,23858,8,21610,10805.0,14473.0616,21039,571,45776,7629.333333,11670.48302,23858,18,0,0,0,0,72,152,65.32532009,152.4257469,0,4380,1057.0,1468.855269,2157535.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious
39,60451,5799977,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,6.206921165,1.034486861,1159995.4,2589849.993,5792859,111,0,0.0,0.0,0,0,5795844,1448961.0,2895932.18,5792859,111,0,0,0,0,20,100,0.172414477,0.862072384,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,7118.0,0.0,7118,7118,5792859.0,0.0,5792859,5792859,BENIGN
2,53,101215800,2,2,135,386,89,46,67.5,30.40559159,219,167,193.0,36.76955262,5.147417696,0.039519522,33700000.0,58100000.0,101000000,23222,101000000,101000000.0,0.0,101000000,101000000,101000000,101000000.0,0.0,101000000,101000000,0,0,0,0,64,40,0.019759761,0.019759761,46,219,113.4,76.98246554,5926.3,0,0,0,0,0,0,0,0,1,141.75,67.5,193.0,64,0,0,0,0,0,0,2,135,2,386,-1,-1,1,32,418322.0,0.0,418322,418322,101000000.0,0.0,101000000,101000000,BENIGN
47,53,200,2,2,94,350,47,47,47.0,0.0,175,175,175.0,0.0,2220000.0,20000.0,66.66666667,74.76853171,149,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,10000.0,10000.0,47,175,98.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,122.75,47.0,175.0,64,0,0,0,0,0,0,2,94,2,350,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
42,54966,90012606,7,9,11613,62,5840,0,1659.0,2429.621575,20,0,6.888888889,5.30199124,129.704055,0.177752881,6000840.4,21900000.0,85100000,1,90000000,15000000.0,36300000.0,89100000,3,89100000,11100000.0,29900000.0,85100000,1,0,0,0,0,152,192,0.077766885,0.099985995,0,5840,687.1176471,1707.681172,2916174.985,0,0,0,0,1,1,0,0,1,730.0625,1659.0,6.888888889,152,0,0,0,0,0,0,7,11613,9,62,229,256,5,20,4065058.0,0.0,4065058,4065058,85100000.0,0.0,85100000,85100000,BENIGN
0,53,48464,1,1,92,170,92,92,92.0,0.0,170,170,170.0,0.0,5406.074612,41.26774513,48464.0,0.0,48464,48464,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.63387257,20.63387257,92,170,118.0,45.033321,2028.0,0,0,0,0,0,0,0,0,1,177.0,92.0,170.0,32,0,0,0,0,0,0,1,92,1,170,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50,80,80783228,9,5,62,11607,20,0,6.888888889,5.30199124,8675,0,2321.4,3769.536019,144.4483006,0.1733033,6214094.462,21200000.0,76600000,19,80200000,10000000.0,26900000.0,76600000,115,548993,137248.25,273680.7732,547769,96,0,0,0,0,192,112,0.111409264,0.061894036,0,8675,778.3333333,2309.850696,5335410.238,0,0,0,0,1,0,0,0,0,833.9285714,6.888888889,2321.4,192,0,0,0,0,0,0,9,62,5,11607,256,229,7,20,3647693.0,0.0,3647693,3647693,76600000.0,0.0,76600000,76600000,Malicious
57,80,104396,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,111431.4725,67.05237749,17399.33333,42268.61313,103679,3,709,354.5,432.0422433,660,49,104214,34738.0,59705.23442,103679,5,0,0,0,0,72,92,28.73673321,38.31564428,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious
27,8080,997107,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.05222509,6.017408362,199421.4,272475.8904,498785,413,996692,498346.0,1204.909955,499198,497494,996634,498317.0,1248.750576,499200,497434,0,0,0,0,92,60,3.008704181,3.008704181,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
71,80,647200,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,17974.35105,12.36093943,92457.14286,244310.4157,646501,6,508,254.0,292.7422074,461,47,647151,161787.75,323142.2371,646501,6,0,0,0,0,72,112,4.635352287,7.725587145,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious
88,80,47357,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,245518.086,168.9296197,6765.285714,14528.7318,39300,84,6652,3326.0,4477.400138,6492,160,47273,11818.25,18541.87388,39300,196,0,0,0,0,72,112,63.34860739,105.5810123,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious
52,80,79130,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,146935.4227,113.7368887,9891.25,19036.95901,50856,46,27282,13641.0,19137.13793,27173,109,79025,15805.0,22850.9551,50856,46,0,0,0,0,72,132,37.91229622,75.82459244,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious
38,56203,91848727,5,9,11613,62,11595,0,2322.6,5183.42983,20,0,6.888888889,5.30199124,127.1111792,0.15242454,7065286.692,23700000.0,85900000,0,91800000,23000000.0,44700000.0,90000000,187,90000000,11200000.0,30200000.0,85900000,0,0,0,0,0,112,192,0.054437336,0.097987205,0,11595,778.7333333,2992.233243,8953459.781,0,0,0,0,1,1,0,0,1,834.3571429,2322.6,6.888888889,112,0,0,0,0,0,0,5,11613,9,62,229,256,3,20,4074832.0,0.0,4074832,4074832,85900000.0,0.0,85900000,85900000,BENIGN
36,15635,10097304,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,3.565308126,0.594218021,2019460.8,4509951.207,10100000,1,0,0.0,0.0,0,0,10100000,2523941.5,5042110.141,10100000,1,0,0,0,0,20,100,0.099036337,0.495181684,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,10199.0,0.0,10199,10199,10100000.0,0.0,10100000,10100000,BENIGN
20,53,16520426,2,2,94,501,52,42,47.0,7.071067812,385,116,250.5,190.2117241,36.01602041,0.242124507,5506808.667,9401087.863,16400000,48153,16500000,16500000.0,0.0,16500000,16500000,16400000,16400000.0,0.0,16400000,16400000,0,0,0,0,40,52,0.121062253,0.121062253,42,385,127.4,147.2745735,21689.8,0,0,0,0,0,0,0,0,1,159.25,47.0,250.5,40,0,0,0,0,0,0,2,94,2,501,-1,-1,1,20,110082.0,0.0,110082,110082,16400000.0,0.0,16400000,16400000,BENIGN
34,60241,969023,7,2,11601,26,4380,0,1657.285714,1763.211531,20,6,13.0,9.899494937,11998.68321,9.287705245,121127.875,329668.5004,936574,14,969023,161503.8333,379920.1001,936574,14,806,806.0,0.0,806,806,0,0,0,0,164,40,7.223770746,2.063934499,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,0,1291.888889,1657.285714,13.0,164,0,0,0,0,0,0,7,11601,2,26,8192,256,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10,60273,678401,7,2,11601,26,5840,0,1657.285714,2128.375336,20,6,13.0,9.899494937,17138.83087,13.26648988,84800.125,238299.6792,674556,47,678401,113066.8333,275075.3489,674556,47,139,139.0,0.0,139,139,0,0,0,0,164,40,10.31838102,2.948108862,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,0,1291.888889,1657.285714,13.0,164,0,0,0,0,0,0,7,11601,2,26,8192,256,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
25,443,110753,4,1,240,0,228,0,60.0,112.0357086,0,0,0.0,0.0,2166.98419,45.14550396,27688.25,53967.92506,108632,96,110753,36917.66667,62194.38304,108728,239,0,0.0,0.0,0,0,0,0,0,0,100,32,36.11640317,9.029100792,0,228,40.0,92.14770751,8491.2,0,0,0,1,0,0,0,0,0,48.0,60.0,0.0,100,0,0,0,0,0,0,4,240,1,0,29200,14600,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
